"name","wikidata","commons","website","image","link_commons","link_de","link_en","link_fr","link_count","long","lat","timestamp"
"Museum of the Swiss Charters of Confederation (building)","Q1005863","Bundesbriefmuseum","http://www.bundesbriefmuseum.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Schwyz%20Bundesbriefmuseum%201.jpg","https://commons.wikimedia.org/wiki/Category:Bundesbriefmuseum","https://de.wikipedia.org/wiki/Bundesbriefmuseum","https://en.wikipedia.org/wiki/Museum_of_the_Swiss_Charters_of_Confederation","https://fr.wikipedia.org/wiki/Mus%C3%A9e_des_chartes_f%C3%A9d%C3%A9rales",12,"8.648333333","47.021944444",2020-01-11 11:52:05
"Museum of Fine Arts Chur","Q1020806","Bündner Kunstmuseum","http://www.buendner-kunstmuseum.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Kunstmuseum%20Chur.jpg","https://commons.wikimedia.org/wiki/Category:B%C3%BCndner_Kunstmuseum","https://de.wikipedia.org/wiki/B%C3%BCndner_Kunstmuseum",,,7,"9.5324","46.8513",2020-01-12 11:52:05
"Bündner Naturmuseum","Q1020808","Bündner Naturmuseum","http://www.naturmuseum.gr.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Naturmuseum%20Chur.jpg","https://commons.wikimedia.org/wiki/Category:B%C3%BCndner_Naturmuseum","https://de.wikipedia.org/wiki/B%C3%BCndner_Naturmuseum","https://species.wikimedia.org/wiki/BNMC",,8,"9.53433","46.8542",2020-01-13 11:52:05
"C. G. Jung House Museum","Q10861597","Wohnhaus von C. G. Jung","https://www.cgjunghaus.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Hofffassade.jpg","es","https://commons.wikimedia.org/wiki/Category:Wohnhaus_von_C._G._Jung","https://de.wikipedia.org/wiki/Museum_Haus_C._G._Jung","https://en.wikipedia.org/wiki/C._G._Jung_House_Museum",11,"8.583119444","47.310591666",2020-01-12 11:52:05
"Cocteau Kabinett","Q1105477",,,,"gsw","https://de.wikipedia.org/wiki/Cocteau-Kabinett",,,12,"7.591627777","47.566386111",2020-01-12 11:52:05
"Museum of the Order of Malta","Q11068173","Museum of the Order of Malta","http://www.smommuseum.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20de%20l%27Ordre%20de%20Malte.jpg","https://commons.wikimedia.org/wiki/Category:Museum_of_the_Order_of_Malta","https://fr.wikipedia.org/wiki/Mus%C3%A9e_de_l%27ordre_de_Malte",,,6,"6.12061","46.15193",2020-01-12 11:52:05
"HeK (House of Electronic Arts Basel)","Q1112536",,"http://www.hek.ch","http://commons.wikimedia.org/wiki/Special:FilePath/HeK%20Dreispitz%20%28Basel%29.jpg","gsw","https://de.wikipedia.org/wiki/HeK_(Haus_der_elektronischen_K%C3%BCnste_Basel)",,,7,"7.60161111","47.55472222",2020-01-12 11:52:05
"Creaviva","Q1139387",,"http://www.creaviva-zpk.org/fr",,"https://de.wikipedia.org/wiki/Creaviva","https://fr.wikipedia.org/wiki/Creaviva",,,8,"7.47389","46.9492",2020-01-12 11:52:05
"Festungsmuseum Crestawald","Q1139743","Festung Crestawald","http://www.festung-gr.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Festungsmuseum%20Crestawald.jpg","https://commons.wikimedia.org/wiki/Category:Festung_Crestawald","https://de.wikipedia.org/wiki/Festung_Crestawald",,,8,"9.389166666","46.569166666",2020-01-12 11:52:05
"Cuort Ligia Grischa","Q1144142","Cuort Ligia Grischa","http://www.trun.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Trun%20Cuort.jpg","https://commons.wikimedia.org/wiki/Category:Cuort_Ligia_Grischa","https://de.wikipedia.org/wiki/Cuort_Ligia_Grischa",,,2,"8.983716666","46.742477777",2020-01-12 11:52:05
"Poets and city museum Liestal","Q1209488","Dichter- und Stadtmuseum Liestal","http://www.dichtermuseum.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Liestal%20dichtermuseum.jpg","gsw","https://commons.wikimedia.org/wiki/Category:Dichter-_und_Stadtmuseum_Liestal","https://de.wikipedia.org/wiki/Dichter-_und_Stadtmuseum_Liestal",,5,"7.7346","47.4842",2020-01-12 11:52:05
"gta Archives","Q1234473",,"http://www.archiv.gta.arch.ethz.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/ETH%20H%C3%B6nggerberg%20-%20Institut%20f%C3%BCr%20Geschichte%20und%20Theorie%20der%20Architektur%20%28gta%29%202011-08-20%2014-48-32%20ShiftN.jpg","https://de.wikipedia.org/wiki/Gta_Archiv",,,,7,"8.5069342","47.4083366",2020-01-12 11:52:05
"Museum Alpin","Q1269565","Museum Alpin, Pontresina","http://pontresina.ch/museumalpin","http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Alpin.jpg","https://commons.wikimedia.org/wiki/Category:Museum_Alpin,_Pontresina","https://de.wikipedia.org/wiki/Museum_Alpin","https://fr.wikipedia.org/wiki/Museum_Alpin",,0,"9.90588","46.48945",2020-01-12 11:52:05
"Natur-Museum Luzern","Q1275772","Naturhistorisches Museum Lucerne","http://www.naturmuseum.ch","http://commons.wikimedia.org/wiki/Special:FilePath/100803%20Naturmuseum%20003.jpg","https://commons.wikimedia.org/wiki/Category:Naturhistorisches_Museum_Lucerne","https://de.wikipedia.org/wiki/Natur-Museum_Luzern","https://en.wikipedia.org/wiki/Natur-Museum_Luzern","https://species.wikimedia.org/wiki/NML",7,"8.301055555","47.051611111",2020-01-12 11:52:05
"Prehistorical museum, Zug","Q1299354","Prehistorical museum, Zug",,"http://commons.wikimedia.org/wiki/Special:FilePath/Zug%20Archiv%20des%20Amtes%20f%C3%BCr%20Denkmalpflege%20und%20Arch%C3%A4ologie%2C%20Archiv%20f%C3%BCr%20Bauernhausforschung%2C%20Museum%20f%C3%BCr%20Urgeschichte%201.JPG","https://commons.wikimedia.org/wiki/Category:Prehistorical_museum,_Zug","https://de.wikipedia.org/wiki/Museum_f%C3%BCr_Urgeschichte(n)",,,3,"8.515972222","47.160055555",2020-01-12 11:52:05
"Kunstmuseum Thun","Q1309669","Kunstmuseum Thun","http://www.kunstmuseumthun.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Thunerhof2.jpg","https://commons.wikimedia.org/wiki/Category:Kunstmuseum_Thun","https://de.wikipedia.org/wiki/Kunstmuseum_Thun",,,4,"7.633952777","46.755936111",2020-01-12 11:52:05
"Eisen- und Eisenbahnmuseum","Q1311229","Musée du fer","http://www.museedufer.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Musee-du-fer-Entrance.jpg","https://commons.wikimedia.org/wiki/Category:Mus%C3%A9e_du_fer","https://de.wikipedia.org/wiki/Eisen-_und_Eisenbahnmuseum",,,11,"6.38036","46.71229",2020-01-12 11:52:05
"Mammutmuseum Niederweningen","Q13142772","Mammutmusem Niederweningen","http://www.mammutmuseum.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Mammut%20Museum%20Niederweningen%2020170319%20160437.jpg","et","gsw","https://commons.wikimedia.org/wiki/Category:Mammutmusem_Niederweningen","https://en.wikipedia.org/wiki/Mammutmuseum_Niederweningen",8,"8.37732","47.50535",2020-01-12 11:52:05
"Stadtkino","Q13142923","Stadtkino Basel","http://www.stadtkino.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Basel%20Alte%20Skulpturenhalle%2011-05-2008.jpg","gsw","https://commons.wikimedia.org/wiki/Category:Stadtkino_Basel",,,3,"7.5907362","47.5531411",2020-01-12 11:52:05
"Elektrizitätsmuseum","Q1326599","Elektrizitätsmuseum Münchenstein","http://www.ebm.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Elektrizit%C3%A4tsmuseum%202009-06-05.jpg","https://commons.wikimedia.org/wiki/Category:Elektrizit%C3%A4tsmuseum_M%C3%BCnchenstein","https://de.wikipedia.org/wiki/Elektrizit%C3%A4tsmuseum","https://en.wikipedia.org/wiki/Elektrizit%C3%A4tsmuseum",,12,"7.61766","47.51611",2020-01-12 11:52:05
"Sportmuseum Schweiz","Q1337640","Sportmuseum Schweiz","http://www.sportmuseum.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Sportmuseum%20%28KGS%208529%29.JPG","gsw","https://commons.wikimedia.org/wiki/Category:Sportmuseum_Schweiz","https://de.wikipedia.org/wiki/Sportmuseum_Schweiz",,7,"7.6059","47.5306",2020-01-12 11:52:05
"Museum Langmatt","Q1341595","Museum Langmatt","http://www.langmatt.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Villa%20Langmatt%2C%20Stein%20mit%20Inschrift%20Sidney%20William%20Brown%20%281865-1941%29%20und%20Jenny%20Sulzer%20%281871-1968%29.JPG","https://commons.wikimedia.org/wiki/Category:Museum_Langmatt","https://de.wikipedia.org/wiki/Museum_Langmatt",,,6,"8.30753512","47.4813834",2020-01-12 11:52:05
"Engadiner Museum","Q1341686","Engadiner Museum, St. Moritz","http://www.engadiner-museum.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Engadinmuseum%20St.%20Moritz.jpg","https://commons.wikimedia.org/wiki/Category:Engadiner_Museum,_St._Moritz","https://de.wikipedia.org/wiki/Engadiner_Museum",,,12,"9.8353","46.494",2020-01-12 11:52:05
"Enter (Museum)","Q1344563","Enter (Museum)","http://www.enter-online.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Museum-Enter-Computer-6094604.jpg","https://commons.wikimedia.org/wiki/Category:Enter_(Museum)","https://de.wikipedia.org/wiki/Enter_(Museum)","https://fr.wikipedia.org/wiki/Mus%C3%A9e_national_des_ordinateurs_et_de_la_technique_ENTER",,10,"7.54168","47.2033",2020-01-12 11:52:05
"Kunstmuseum Olten","Q1347207","Kunstmuseum Olten","http://www.kunstmuseumolten.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Naturmuseum%20und%20Kunstmuseum%20Olten%20%282017%29.jpg","https://commons.wikimedia.org/wiki/Category:Kunstmuseum_Olten","https://de.wikipedia.org/wiki/Kunstmuseum_Olten",,,1,"7.90167","47.35",2020-01-12 11:52:05
"Fotomuseum Winterthur","Q1350100","Fotomuseum Winterthur","http://www.fotomuseum.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Fotomuseum%2C%20Gr%C3%BCzenstrasse%2044%20in%20Winterthur%202011-09-08%2015-07-12.JPG","https://commons.wikimedia.org/wiki/Category:Fotomuseum_Winterthur","https://de.wikipedia.org/wiki/Fotomuseum_Winterthur","https://en.wikipedia.org/wiki/Fotomuseum_Winterthur","ru",1,"8.739","47.496",2020-01-12 11:52:05
"Migros Museum of Contemporary Art","Q1380528","Migros Museum für Gegenwartskunst","http://www.migrosmuseum.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Migros-Museum.jpg","https://commons.wikimedia.org/wiki/Category:Migros_Museum_f%C3%BCr_Gegenwartskunst","https://de.wikipedia.org/wiki/Migros_Museum_f%C3%BCr_Gegenwartskunst","https://en.wikipedia.org/wiki/Migros_Museum_of_Contemporary_Art","nl",9,"8.52485","47.3894",2020-01-12 11:52:05
"Weinbaumuseum","Q1386293",,,"http://commons.wikimedia.org/wiki/Special:FilePath/Weinbaumuseum2.jpg","https://de.wikipedia.org/wiki/Weinbaumuseum_Chur",,,,0,"9.536544444","46.855080555",2020-01-12 11:52:05
"Kunsthaus Glarus","Q1393563","Kunsthaus Glarus","http://www.kunsthausglarus.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Kunstmuseum%20Glarus.JPG","https://commons.wikimedia.org/wiki/Category:Kunsthaus_Glarus","https://de.wikipedia.org/wiki/Kunsthaus_Glarus",,,1,"9.071480555","47.038536111",2020-01-12 11:52:05
"Museum Klingental","Q1397203","Museum Klingental","http://www.mkk.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Basel%20Museum%20Kleines%20Klingental%2011-05-2008.jpg","gsw","https://commons.wikimedia.org/wiki/Category:Museum_Klingental","https://de.wikipedia.org/wiki/Museum_Kleines_Klingental",,0,"7.589686111","47.562047222",2020-01-12 11:52:05
"Fort Ebersberg","Q1408868","Festung Ebersberg","http://www.festungen-zh.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Ebersberg%205438%20Stand%202%20G1.JPG","https://commons.wikimedia.org/wiki/Category:Festung_Ebersberg","https://de.wikipedia.org/wiki/Festung_Ebersberg","https://en.wikipedia.org/wiki/Fort_Ebersberg",,10,"8.57978","47.5709",2020-01-12 11:52:05
"Forum of Swiss History Schwyz (institution)","Q1425698","Forum Schweizer Geschichte","http://www.forumschwyz.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Schwyz%20Forum%20der%20Schweizer%20Geschichte%202.jpg","https://commons.wikimedia.org/wiki/Category:Forum_Schweizer_Geschichte","https://de.wikipedia.org/wiki/Forum_Schweizer_Geschichte_Schwyz",,,11,"8.651805555","47.021194444",2020-01-12 11:52:05
"Flieger-Flab-Museum","Q1428489","Flieger-Flab-Museum Dübendorf","http://www.airforcecenter.ch/navy/mainnav.php?langy=d","http://commons.wikimedia.org/wiki/Special:FilePath/EKW%20C-35.jpg","eo","https://commons.wikimedia.org/wiki/Category:Flieger-Flab-Museum_D%C3%BCbendorf","https://de.wikipedia.org/wiki/Flieger-Flab-Museum","https://en.wikipedia.org/wiki/Flieger_Flab_Museum",10,"8.630978","47.398044",2020-01-11 11:52:05
"Fliegermuseum Altenrhein","Q1428564","Fliegermuseum Altenrhein","http://www.fliegermuseum.ch",,"https://commons.wikimedia.org/wiki/Category:Fliegermuseum_Altenrhein","https://de.wikipedia.org/wiki/Fliegermuseum_Altenrhein","https://fr.wikipedia.org/wiki/Mus%C3%A9e_de_l%27aviation_de_Altenrhein",,6,"9.5557","47.4883",2020-01-11 11:52:05
"Herzog Foundation","Q1435660","Fondation Herzog","http://www.fondation-herzog.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Fondation%20Herzog%202009-25-01.jpg","gsw","https://commons.wikimedia.org/wiki/Category:Fondation_Herzog","https://de.wikipedia.org/wiki/Fondation_Herzog",,11,"7.5829798","47.5546746",2020-01-11 11:52:05
"Fort du Scex","Q1438881",,,"http://commons.wikimedia.org/wiki/Special:FilePath/Batterie%20ermitage%20fort%20scex.jpg","https://de.wikipedia.org/wiki/Fort_du_Scex","https://en.wikipedia.org/wiki/Fort_du_Scex",,,4,"6.99647","46.214012",2020-01-11 11:52:05
"Castle of Maur","Q14553724",,,"http://commons.wikimedia.org/wiki/Special:FilePath/Herrliberger%20Mur%201741.jpg","https://de.wikipedia.org/wiki/Burg_Maur",,,,8,"8.668592","47.338512",2020-01-11 11:52:05
"Collection Meinrad Burch-Korrodi","Q14559710","Collection Meinrad Burch-Korrodi","http://www.burch-korrodi.ch",,"https://commons.wikimedia.org/wiki/Category:Collection_Meinrad_Burch-Korrodi",,,,11,"8.244712","46.891398",2020-01-11 11:52:05
"Fri Art","Q1456031",,"http://www.fri-art.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Fri%20Art.jpg","https://de.wikipedia.org/wiki/Fri_Art_%E2%80%93_Centre_d%E2%80%99art_contemporain","https://fr.wikipedia.org/wiki/Fri_Art",,,5,"7.15924501","46.80332026",2020-01-11 11:52:05
"Sammlung Dr. Edmund Müller","Q14565152",,,"http://commons.wikimedia.org/wiki/Special:FilePath/Wohnzimmer%20DSCN9811.jpg",,,,,9,"8.19179","47.20628",2020-01-11 11:52:05
"Local museum Hallau","Q1461747","Local museum Hallau","http://www.ortsmuseum-hallau.ch",,"https://commons.wikimedia.org/wiki/Category:Local_museum_Hallau","https://de.wikipedia.org/wiki/Ortsmuseum_Hallau",,,0,"8.46222","47.6986",2020-01-11 11:52:05
"Cantonal monetary museum","Q14630546","Musée monétaire cantonal de Lausanne","http://www.musees.vd.ch/musee-monetaire","http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20de%20Rumine%201.jpg","gl","https://commons.wikimedia.org/wiki/Category:Mus%C3%A9e_mon%C3%A9taire_cantonal_de_Lausanne","https://fr.wikipedia.org/wiki/Mus%C3%A9e_mon%C3%A9taire_cantonal_de_Lausanne","https://it.wikipedia.org/wiki/Mus%C3%A9e_mon%C3%A9taire_cantonal_de_Lausanne",10,"6.63374","46.52357",2020-01-11 11:52:05
"Cantonal museum of Zoology, Lausanne","Q14630553","Musée cantonal de zoologie (Lausanne)","http://www.zoologie.vd.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20de%20Rumine%201.jpg","https://commons.wikimedia.org/wiki/Category:Mus%C3%A9e_cantonal_de_zoologie_(Lausanne)","https://en.wikipedia.org/wiki/Mus%C3%A9e_Cantonal_de_Zoologie","https://fr.wikipedia.org/wiki/Mus%C3%A9e_cantonal_de_zoologie_de_Lausanne","https://species.wikimedia.org/wiki/MZL",13,"6.63395","46.52375",2020-01-11 11:52:05
"Valais Nature Museum","Q14655125","Valais Nature Museum","http://www.musees-valais.ch/musee-de-la-nature/presentation.html","http://commons.wikimedia.org/wiki/Special:FilePath/Kantonales%20naturhistorisches%20Museum%20%28Geb%C3%A4ude%29%202013-09-17%2017-08-17.jpg","https://commons.wikimedia.org/wiki/Category:Valais_Nature_Museum","https://fr.wikipedia.org/wiki/Mus%C3%A9e_de_la_nature_du_Valais",,,1,"7.3566","46.23432",2020-01-11 11:52:05
"Furkels","Q1474996","Furkels",,,"https://commons.wikimedia.org/wiki/Category:Furkels","https://de.wikipedia.org/wiki/Festung_Furggels",,,5,"9.50205","46.9819",2020-01-11 11:52:05
"Museum Chasa Jaura","Q14757775","Valchava",,"http://commons.wikimedia.org/wiki/Special:FilePath/Chasa%20Jaura%201.jpg","https://commons.wikimedia.org/wiki/Category:Chasa_Jaura,_Valchava","https://de.wikipedia.org/wiki/Museum_Chasa_Jaura",,,1,"10.4079","46.6001",2020-01-11 11:52:05
"Pantsermuseum Thun","Q14912787","Panzermuseum Thun","http://www.stiftung-ham.ch/?page_id=23","http://commons.wikimedia.org/wiki/Special:FilePath/Fliegerabwehrpanzer%2068%20SPAAG%20pic03-1.JPG","https://commons.wikimedia.org/wiki/Panzermuseum_Thun","https://de.wikipedia.org/wiki/Panzermuseum_Thun","ja","nl",10,"7.61636","46.7578",2020-01-11 11:52:05
"Swiss Science Center Technorama","Q1501500","Technorama","http://www.technorama.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Technorama2007.JPG","https://commons.wikimedia.org/wiki/Technorama","https://de.wikipedia.org/wiki/Swiss_Science_Center_Technorama","https://en.wikipedia.org/wiki/Swiss_Science_Center_Technorama","https://fr.wikipedia.org/wiki/Technorama",7,"8.76426","47.5135",2020-01-11 11:52:05
"Gewerbemuseum Winterthur","Q1520451","Gewerbemuseum","http://www.gewerbemuseum.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Winterthur%20Gewerbemuseum.jpg","https://commons.wikimedia.org/wiki/Category:Gewerbemuseum","https://de.wikipedia.org/wiki/Gewerbemuseum_Winterthur",,,8,"8.7295","47.4992",2020-01-11 11:52:05
"Les Délices","Q15242262","Voltaire Institute and Museum",,"http://commons.wikimedia.org/wiki/Special:FilePath/Institut%20Musee%20Voltaire%20Geneve.JPG","https://en.wikipedia.org/wiki/Les_D%C3%A9lices","pl",,,0,"6.1335","46.2076",2020-01-11 11:52:05
"Historisches Museum Luzern","Q1526318","Historisches Museum Luzern","http://www.historischesmuseum.lu.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Historisches%20Museum%20Westseite%20web.jpg","https://commons.wikimedia.org/wiki/Category:Historisches_Museum_Luzern","https://de.wikipedia.org/wiki/Historisches_Museum_Luzern",,,13,"8.3018","47.0513",2020-01-11 11:52:05
"Gipsmuseum Schleitheim","Q1526563","Gipsmuseum Schleitheim","https://museum-schleitheim.ch/gipsmuseum.htm","http://commons.wikimedia.org/wiki/Special:FilePath/Gipsmuseum-Schleitheim-2.JPG","gsw","https://commons.wikimedia.org/wiki/Category:Gipsmuseum_Schleitheim","https://de.wikipedia.org/wiki/Gipsmuseum_Schleitheim",,12,"8.460916666","47.748694444",2020-01-11 11:52:05
"Glacier Garden of Lucerne","Q1531237","Gletschergarten Luzern","http://www.gletschergarten.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Luzern%20Gletschergarten%204.04.02%2004.jpg","https://commons.wikimedia.org/wiki/Category:Gletschergarten_Luzern","https://de.wikipedia.org/wiki/Gletschergarten_Luzern",,,6,"8.310416666","47.058888888",2020-01-11 11:52:05
"Palaeontological Museum of the University of Zurich","Q1536888","Paleontology Museum of Zürich","http://www.pim.uzh.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Universit%C3%A4t%20Z%C3%BCrich%20-%20Biologisches%20Institut%20%26%20Zoologisches%20Museum%202011-08-06%2018-24-22%20ShiftN.jpg","https://commons.wikimedia.org/wiki/Category:Paleontology_Museum_of_Z%C3%BCrich","https://de.wikipedia.org/wiki/Pal%C3%A4ontologisches_Museum_Z%C3%BCrich","https://fr.wikipedia.org/wiki/Mus%C3%A9e_pal%C3%A9ontologique_de_Zurich",,5,"8.548011111","47.375222222",2020-01-11 11:52:05
"Museum Bruder Klaus","Q1541023",,"http://www.museumbruderklaus.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Picswiss%20OW-26-43.jpg","https://de.wikipedia.org/wiki/Museum_Bruder_Klaus_Sachseln",,,,6,"8.23925","46.8682",2020-01-11 11:52:05
"Jüdisches Museum der Schweiz","Q1551099","Jüdisches Museum der Schweiz","http://www.juedisches-museum.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Schild%20zum%20j%C3%BCdisches%20Museum%20der%20Schweiz.jpg","gsw","https://commons.wikimedia.org/wiki/Category:J%C3%BCdisches_Museum_der_Schweiz","https://de.wikipedia.org/wiki/J%C3%BCdisches_Museum_der_Schweiz",,2,"7.5833","47.5565",2020-01-11 11:52:05
"Liechtenstein National Museum","Q1557760","Liechtensteinisches Landesmuseum","http://www.landesmuseum.li/","http://commons.wikimedia.org/wiki/Special:FilePath/Liechtensteinisches%20Landesmuseum%2C%202014.JPG","es","gsw","https://commons.wikimedia.org/wiki/Category:Liechtensteinisches_Landesmuseum","https://de.wikipedia.org/wiki/Liechtensteinisches_Landesmuseum",8,"9.52269","47.13867",2020-01-11 11:52:05
"Lawena Museum","Q15616612",,,,"https://de.wikipedia.org/wiki/Lawena_Museum",,,,1,"9.528","47.0859",2020-01-11 11:52:05
"St. Stephanskirche","Q1569953",,,,"https://de.wikipedia.org/wiki/Stephanskapelle_(Chur)",,,,3,"9.53857","46.8467",2020-01-11 11:52:05
"Hallen für Neue Kunst","Q1571473","Hallen für neue Kunst","http://www.modern-art.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Hallen-f%C3%BCr-neue-Kunst.JPG","https://commons.wikimedia.org/wiki/Category:Hallen_f%C3%BCr_neue_Kunst","https://de.wikipedia.org/wiki/Hallen_f%C3%BCr_Neue_Kunst","https://en.wikipedia.org/wiki/Hallen_f%C3%BCr_Neue_Kunst",,10,"8.636","47.695",2020-01-11 11:52:05
"Daros-Latinamerica","Q15804615",,,,"https://de.wikipedia.org/wiki/Daros_Latinamerica_Collection",,,,0,"8.524846","47.389368",2020-01-11 11:52:05
"Museum Altes Zeughaus","Q1614045","Altes Zeughaus in Solothurn","http://www.museum-alteszeughaus.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Armory%20Solothurn%20May%202011.jpg","https://commons.wikimedia.org/wiki/Category:Altes_Zeughaus_in_Solothurn","https://de.wikipedia.org/wiki/Museum_Altes_Zeughaus_Solothurn",,,5,"7.538715","47.208995",2020-01-11 11:52:05
"Moulagen","Q16186067","Moulagenmuseum Zürich","http://www.moulagen.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Moulagenmuseum%20-%20Universit%C3%A4tsspital%20Z%C3%BCrich%202011-08-14%2019-55-54.jpg","https://commons.wikimedia.org/wiki/Category:Moulagenmuseum_Z%C3%BCrich","https://de.wikipedia.org/wiki/Moulagenmuseum",,,4,"8.548632","47.380351",2020-01-11 11:52:05
"Historische Werkstätte Mulin","Q1620920","Historische Werkstätte Mulin","http://www.mulin-schnaus.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Werkst%C3%A4tten%20Giger.JPG","https://commons.wikimedia.org/wiki/Category:Historische_Werkst%C3%A4tte_Mulin","https://de.wikipedia.org/wiki/Historische_Werkst%C3%A4tte_Mulin",,,1,"9.17592","46.77892",2020-01-11 11:52:05
"Historisches und Völkerkundemuseum St. Gallen","Q1621043","Historisches und Völkerkundemuseum St. Gallen","http://www.hvmsg.ch","http://commons.wikimedia.org/wiki/Special:FilePath/1%20hauptfassade.jpg","https://commons.wikimedia.org/wiki/Category:Historisches_und_V%C3%B6lkerkundemuseum_St._Gallen","https://de.wikipedia.org/wiki/Historisches_und_V%C3%B6lkerkundemuseum_St._Gallen",,,4,"9.38286","47.4287",2020-01-11 11:52:05
"Tram-Museum Bern","Q1656910","Bernmobil",,"http://commons.wikimedia.org/wiki/Special:FilePath/TVB21wiki.jpg","https://commons.wikimedia.org/wiki/Category:Tram-Museum_Bern","https://de.wikipedia.org/wiki/Tram-Museum_Bern","ru",,13,"7.43272","46.9352",2020-01-11 11:52:05
"m.a.x.museo","Q16574566",,"http://www.centroculturalechiasso.ch",,"https://it.wikipedia.org/wiki/M.a.x.museo",,,,9,"9.02671","45.83694",2020-01-11 11:52:05
"Museum Stamparia","Q1662386","Museum Stamparia da Strada","http://www.stamparia.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Strada%20Museum.JPG","https://commons.wikimedia.org/wiki/Category:Museum_Stamparia_da_Strada","https://de.wikipedia.org/wiki/Museum_Stamparia",,,8,"10.433648","46.862134",2020-01-11 11:52:05
"Aathal Dinosaur Museum","Q1663690","Sauriermuseum Aathal","http://www.sauriermuseum.ch/","http://commons.wikimedia.org/wiki/Special:FilePath/Skelett%20von%20Kaatedocus.jpg","eo","https://commons.wikimedia.org/wiki/Category:Sauriermuseum_Aathal","https://de.wikipedia.org/wiki/Sauriermuseum_Aathal","https://en.wikipedia.org/wiki/Aathal_Dinosaur_Museum",12,"8.761880555","47.338822222",2020-01-11 11:52:05
"Schweizerisches Feuerwehrmuseum Basel-Stadt","Q1664487","Schweizerisches Feuerwehrmuseum Basel-Stadt","http://www.rettung-bs.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Basel%20Spalenvorstadt%20und%20Feuerwehrmuseum%202009-05-31.JPG","gsw","https://commons.wikimedia.org/wiki/Category:Schweizerisches_Feuerwehrmuseum_Basel-Stadt","https://de.wikipedia.org/wiki/Schweizerisches_Feuerwehrmuseum",,7,"7.582861111","47.557222222",2020-01-11 11:52:05
"Museum Briner und Kern","Q1670093","Museum Briner und Kern","http://museumbrinerundkern.ch",,"https://commons.wikimedia.org/wiki/Category:Museum_Briner_und_Kern","https://de.wikipedia.org/wiki/Sammlung_Briner_und_Kern",,,3,"8.72984","47.5002",2020-01-11 11:52:05
"St. Gallen textile museum","Q1675727","Textile Museum, St. Gallen","http://www.textilmuseum.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Textile%20Museum%20St%20Gallen%20May%202011.jpg","https://commons.wikimedia.org/wiki/Category:Textile_Museum,_St._Gallen","https://de.wikipedia.org/wiki/Textilmuseum_St._Gallen",,,12,"9.37358","47.4234",2020-01-11 11:52:05
"Schweizerische Theatersammlung","Q16856791","Swiss Theater Collection","http://www.theatersammlung.ch","http://commons.wikimedia.org/wiki/Special:FilePath/Swiss%20Theater%20Collection%20Bern%20Jul%202011.jpg","https://commons.wikimedia.org/wiki/Category:Swiss_Theater_Collection","https://de.wikipedia.org/wiki/Schweizerische_Theatersammlung",,,3,"7.436426","46.949135",2020-01-11 11:52:05
